Dataset;Category;DERIVED_TEMPLATE;Item;Item_TR_2020S;Item_TR_2019;Item_TR_2018;Item_TR_2017;Item_TR_2016;Item_TR_2015;Item_TR_2014;Label
tr_cre;Credit Risk;Credit Risk_IRB_b;2020536;2020536;1920536;1820536;1720536;1620536;150536;;Risk Exposure amount - Retail - non SME - by type (IRB)
tr_cre;Credit Risk;Credit Risk_IRB_a;2020542;2020542;1920542;1820542;1720542;1620542;150542;;Risk Exposure amount - of which_DEFAULTED  - by exposure class (IRB)
tr_cre;Credit Risk;Credit Risk_IRB_b;2020542;2020542;1920542;1820542;1720542;1620542;150542;;Risk Exposure amount - of which_DEFAULTED  - by exposure class (IRB)
tr_cre;Credit Risk;Credit Risk_IRB_a;2020543;2020543;1920543;1820543;1720543;1620543;150543;;Risk Exposure amount - SME - of which_DEFAULTED  - by exposure class (IRB)
tr_cre;Credit Risk;Credit Risk_IRB_b;2020543;2020543;1920543;1820543;1720543;1620543;150543;;Risk Exposure amount - SME - of which_DEFAULTED  - by exposure class (IRB)
tr_cre;Credit Risk;Credit Risk_IRB_a;2020544;2020544;1920544;1820544;1720544;1620544;150544;;Risk Exposure amount - Corporates_Specialised Lending - of which_DEFAULTED (IRB)
tr_cre;Credit Risk;Credit Risk_IRB_b;2020544;2020544;1920544;1820544;1720544;1620544;150544;;Risk Exposure amount - Corporates_Specialised Lending - of which_DEFAULTED (IRB)
tr_cre;Credit Risk;Credit Risk_IRB_a;2020545;2020545;1920545;1820545;1720545;1620545;150545;;Risk Exposure amount - Retail - of which_DEFAULTED  - by type (IRB)
tr_cre;Credit Risk;Credit Risk_IRB_b;2020545;2020545;1920545;1820545;1720545;1620545;150545;;Risk Exposure amount - Retail - of which_DEFAULTED  - by type (IRB)
tr_cre;Credit Risk;Credit Risk_IRB_a;2020546;2020546;1920546;1820546;1720546;1620546;150546;;Risk Exposure amount - Retail - non SME - of which_DEFAULTED - by type (IRB)
tr_cre;Credit Risk;Credit Risk_IRB_b;2020546;2020546;1920546;1820546;1720546;1620546;150546;;Risk Exposure amount - Retail - non SME - of which_DEFAULTED - by type (IRB)
tr_cre;Credit Risk;Credit Risk_STA_a;2020551;2020551;1920551;1820551;1720551;1620551;150551;;Value adjustments and provisions (SA_and_IRB)
tr_cre;Credit Risk;Credit Risk_STA_b;2020551;2020551;1920551;1820551;1720551;1620551;150551;;Value adjustments and provisions (SA_and_IRB)
tr_cre;Credit Risk;Credit Risk_IRB_a;2020552;2020552;1920552;1820552;1720552;1620552;150552;;Value adjustments and provisions - by exposure class (SA_and_IRB)
tr_cre;Credit Risk;Credit Risk_IRB_b;2020552;2020552;1920552;1820552;1720552;1620552;150552;;Value adjustments and provisions - by exposure class (SA_and_IRB)
tr_cre;Credit Risk;Credit Risk_STA_a;2020552;2020552;1920552;1820552;1720552;1620552;150552;;Value adjustments and provisions - by exposure class (SA_and_IRB)
tr_cre;Credit Risk;Credit Risk_STA_b;2020552;2020552;1920552;1820552;1720552;1620552;150552;;Value adjustments and provisions - by exposure class (SA_and_IRB)
tr_cre;Credit Risk;Credit Risk_IRB_a;2020553;2020553;1920553;1820553;1720553;1620553;150553;;Value adjustments and provisions - SME - by exposure class (SA_and_IRB)
tr_cre;Credit Risk;Credit Risk_IRB_b;2020553;2020553;1920553;1820553;1720553;1620553;150553;;Value adjustments and provisions - SME - by exposure class (SA_and_IRB)
tr_cre;Credit Risk;Credit Risk_IRB_a;2020554;2020554;1920554;1820554;1720554;1620554;150554;;Value adjustments and provisions - Corporates_Specialised Lending (IRB)
tr_cre;Credit Risk;Credit Risk_IRB_b;2020554;2020554;1920554;1820554;1720554;1620554;150554;;Value adjustments and provisions - Corporates_Specialised Lending (IRB)
tr_cre;Credit Risk;Credit Risk_IRB_a;2020555;2020555;1920555;1820555;1720555;1620555;150555;;Value adjustments and provisions - Retail - by type (IRB)
tr_cre;Credit Risk;Credit Risk_IRB_b;2020555;2020555;1920555;1820555;1720555;1620555;150555;;Value adjustments and provisions - Retail - by type (IRB)
tr_cre;Credit Risk;Credit Risk_IRB_a;2020556;2020556;1920556;1820556;1720556;1620556;150556;;Value adjustments and provisions - Retail - non SME - by type (IRB)
tr_cre;Credit Risk;Credit Risk_IRB_b;2020556;2020556;1920556;1820556;1720556;1620556;150556;;Value adjustments and provisions - Retail - non SME - by type (IRB)
tr_cre;NPE;NPE;2020601;2020601;1920601;1820601;1720601;1620601;150601;;Gross carrying amount on DEBT INSTRUMENTS other than HFT
tr_cre;NPE;NPE;2020602;2020602;1920602;1820602;1720602;1620602;150602;;Gross carrying amount on Debt securities (including at amortised cost  and fair value)
tr_cre;NPE;NPE;2020603;2020603;1920603;1820603;1720603;1620603;150603;;Gross carrying amount on Loans and advances (including at amortised cost  and fair value)
tr_cre;NPE;NPE;2020604;2020604;1920604;1820604;1720604;1620604;150604;;Gross carrying amount on Debt securities (including at amortised cost  and fair value) - by exposure
tr_cre;NPE;NPE;2020605;2020605;1920605;1820605;1720605;1620605;150605;;Gross carrying amount on Loans and advances (including at amortised cost  and fair value) - by exposure
tr_cre;NPE;NPE;2020606;2020606;1920606;1820606;1720606;1620606;150606;;Gross carrying amount on OFF-BALANCE SHEET EXPOSURES
tr_cre;NPE;NPE;2020608;;;;;;;;Gross carrying amount on Cash balances at central banks and other demand deposits
tr_cre;NPE;NPE;2020611;2020611;1920611;1820611;1720611;1620611;150611;;Accumulated impairment, accumulated changes in fair value due to credit risk and provisions on DEBT INSTRUMENTS other than HFT
tr_cre;NPE;NPE;2020612;2020612;1920612;1820612;1720612;1620612;150612;;Accumulated impairment, accumulated changes in fair value due to credit risk and provisions on Debt securities (including at amortised cost  and fair value)
tr_cre;NPE;NPE;2020613;2020613;1920613;1820613;1720613;1620613;150613;;Accumulated impairment, accumulated changes in fair value due to credit risk and provisions on Loans and advances (including at amortised cost  and fair value)
tr_cre;NPE;NPE;2020614;2020614;1920614;1820614;1720614;1620614;150614;;Accumulated impairment, accumulated changes in fair value due to credit risk and provisions on Debt securities (including at amortised cost  and fair value) - by exposure
tr_cre;NPE;NPE;2020615;2020615;1920615;1820615;1720615;1620615;150615;;Accumulated impairment, accumulated changes in fair value due to credit risk and provisions on Loans and advances (including at amortised cost  and fair value) - by exposure
tr_cre;NPE;NPE;2020616;2020616;1920616;1820616;1720616;1620616;150616;;Accumulated impairment, accumulated changes in fair value due to credit risk and provisions on OFF-BALANCE SHEET EXPOSURES
tr_cre;NPE;NPE;2020618;;;;;;;;Accumulated impairment, accumulated changes in fair value due to credit risk and provisions on Cash balances at central banks and other demand deposits
tr_cre;NPE;NPE;2020621;2020621;1920621;1820621;1720621;1620621;150621;;Collaterals and financial guarantees received on non-performing exposures on DEBT INSTRUMENTS other than HFT
tr_cre;NPE;NPE;2020622;2020622;1920622;1820622;1720622;1620622;150622;;Collaterals and financial guarantees received on non-performing exposures on Debt securities (including at amortised cost  and fair value)
tr_cre;NPE;NPE;2020623;2020623;1920623;1820623;1720623;1620623;150623;;Collaterals and financial guarantees received on non-performing exposures on Loans and advances (including at amortised cost  and fair value)
tr_cre;NPE;NPE;2020624;2020624;1920624;1820624;1720624;1620624;150624;;Collaterals and financial guarantees received on non-performing exposures on Debt securities (including at amortised cost  and fair value) - by exposure
tr_cre;NPE;NPE;2020625;2020625;1920625;1820625;1720625;1620625;150625;;Collaterals and financial guarantees received on non-performing exposures on Loans and advances (including at amortised cost  and fair value) - by exposure
tr_cre;NPE;NPE;2020626;2020626;1920626;1820626;1720626;1620626;150626;;Collaterals and financial guarantees received on non-performing exposures on OFF-BALANCE SHEET EXPOSURES
tr_cre;NPE;NPE;2020628;;;;;;;;Collaterals and financial guarantees received on non-performing exposures on Cash balances at central banks and other demand deposits
tr_cre;Forborne exposures;Forborne exposures;2020701;2020701;1920701;1820701;1720701;1620701;150701;;Exposures with forbearance measures - Gross carrying amount on DEBT INSTRUMENTS other than HFT
tr_cre;Forborne exposures;Forborne exposures;2020702;2020702;1920702;1820702;1720702;1620702;150702;;Exposures with forbearance measures - Gross carrying amount on Debt securities (including at amortised cost  and fair value)
tr_cre;Forborne exposures;Forborne exposures;2020703;2020703;1920703;1820703;1720703;1620703;150703;;Exposures with forbearance measures - Gross carrying amount on Loans and advances (including at amortised cost  and fair value)
tr_cre;Forborne exposures;Forborne exposures;2020704;2020704;1920704;1820704;1720704;1620704;150704;;Exposures with forbearance measures - Gross carrying amount on Debt securities (including at amortised cost  and fair value) - by exposure
tr_cre;Forborne exposures;Forborne exposures;2020705;2020705;1920705;1820705;1720705;1620705;150705;;Exposures with forbearance measures - Gross carrying amount on Loans and advances (including at amortised cost  and fair value) - by exposure
tr_cre;Forborne exposures;Forborne exposures;2020706;2020706;1920706;1820706;1720706;1620706;150706;;Exposures with forbearance measures - Gross carrying amount on Loan commitments given
tr_cre;Forborne exposures;Forborne exposures;2020708;;;;;;;;Exposures with forbearance measures - Gross carrying amount on Cash balances at central banks and other demand deposits
tr_cre;Forborne exposures;Forborne exposures;2020709;;;;;;;;Quality of forbearance Gross carrying amount on Loans and advances that have been forborne more than twice
tr_cre;Forborne exposures;Forborne exposures;2020710;;;;;;;;Quality of forbearance Gross carrying amount on Non-performing forborne loans and advances that failed to meet the non-performing exit criteria
tr_cre;Forborne exposures;Forborne exposures;2020711;2020711;1920711;1820711;1720711;1620711;150711;;Exposures with forbearance measures - Accumulated impairment, accumulated changes in fair value due to credit risk and provisions on DEBT INSTRUMENTS other than HFT
tr_cre;Forborne exposures;Forborne exposures;2020712;2020712;1920712;1820712;1720712;1620712;150712;;Exposures with forbearance measures - Accumulated impairment, accumulated changes in fair value due to credit risk and provisions on Debt securities (including at amortised cost  and fair value)
tr_cre;Forborne exposures;Forborne exposures;2020713;2020713;1920713;1820713;1720713;1620713;150713;;Exposures with forbearance measures - Accumulated impairment, accumulated changes in fair value due to credit risk and provisions on Loans and advances (including at amortised cost  and fair value)
tr_cre;Forborne exposures;Forborne exposures;2020714;2020714;1920714;1820714;1720714;1620714;150714;;Exposures with forbearance measures - Accumulated impairment, accumulated changes in fair value due to credit risk and provisions on Debt securities (including at amortised cost  and fair value) - by exposure
tr_cre;Forborne exposures;Forborne exposures;2020715;2020715;1920715;1820715;1720715;1620715;150715;;Exposures with forbearance measures - Accumulated impairment, accumulated changes in fair value due to credit risk and provisions on Loans and advances (including at amortised cost  and fair value) - by exposure
tr_cre;Forborne exposures;Forborne exposures;2020716;2020716;1920716;1820716;1720716;1620716;150716;;Exposures with forbearance measures - Accumulated impairment, accumulated changes in fair value due to credit risk and provisions on Loan commitments given
tr_cre;Forborne exposures;Forborne exposures;2020718;;;;;;;;Exposures with forbearance measures - Accumulated impairment, accumulated changes in fair value due to credit risk and provisions on Cash balances at central banks and other demand deposits
tr_cre;Forborne exposures;Forborne exposures;2020721;2020721;1920721;1820721;1720721;1620721;150721;;Exposures with forbearance measures - Collateral and financial guarantees received on DEBT INSTRUMENTS other than HFT
tr_cre;Forborne exposures;Forborne exposures;2020722;2020722;1920722;1820722;1720722;1620722;150722;;Exposures with forbearance measures - Collateral and financial guarantees received on Debt securities (including at amortised cost  and fair value)
tr_cre;Forborne exposures;Forborne exposures;2020723;2020723;1920723;1820723;1720723;1620723;150723;;Exposures with forbearance measures - Collateral and financial guarantees received on Loans and advances (including at amortised cost  and fair value)
tr_cre;Forborne exposures;Forborne exposures;2020724;2020724;1920724;1820724;1720724;1620724;150724;;Exposures with forbearance measures - Collateral and financial guarantees received on Debt securities (including at amortised cost  and fair value) - by exposure
tr_cre;Forborne exposures;Forborne exposures;2020725;2020725;1920725;1820725;1720725;1620725;150725;;Exposures with forbearance measures - Collateral and financial guarantees received on Loans and advances (including at amortised cost  and fair value) - by exposure
tr_cre;Forborne exposures;Forborne exposures;2020726;2020726;1920726;1820726;1720726;1620726;150726;;Exposures with forbearance measures - Collateral and financial guarantees received on Loan commitments given
tr_cre;Forborne exposures;Forborne exposures;2020728;;;;;;;;Exposures with forbearance measures - Collateral and financial guarantees received on Cash balances at central banks and other demand deposits
tr_sov;Sovereign;Sovereign;2020810;2020810;1920810;1820810;;;;;Direct exposures - On balance sheet - Total gross carrying amount of non-derivative financial assets
tr_sov;Sovereign;Sovereign;2020811;2020811;1920811;1820811;;;;;Direct exposures - On balance sheet - Total carrying amount of non-derivative financial assets (net of short positions)
tr_sov;Sovereign;Sovereign;2020812;2020812;1920812;1820812;;;;;Direct exposures - On balance sheet - Total gross carrying amount of non-derivative financial assets (net of short positions) of which: Financial assets held for trading
tr_sov;Sovereign;Sovereign;2020813;2020813;1920813;1820813;;;;;Direct exposures - On balance sheet - Total gross carrying amount of non-derivative financial assets (net of short positions) of which: Financial assets designated at fair value through profit or loss
tr_sov;Sovereign;Sovereign;2020814;2020814;1920814;1820814;;;;;Direct exposures - On balance sheet - Total gross carrying amount of non-derivative financial assets (net of short positions) of which: Financial assets at fair value through other comprehensive income
tr_sov;Sovereign;Sovereign;2020815;2020815;1920815;1820815;;;;;Direct exposures - On balance sheet - Total gross carrying amount of non-derivative financial assets (net of short positions) of which: Financial assets at amortised cost
tr_sov;Sovereign;Sovereign;2020816;2020816;1920816;1820816;;;150908;993308;Direct exposures - Derivatives - Derivatives with positive fair value  - Carrying amount
tr_sov;Sovereign;Sovereign;2020817;2020817;1920817;1820817;;;150907;993307;Direct exposures - Derivatives - Derivatives with positive fair value  - Notional amount
tr_sov;Sovereign;Sovereign;2020818;2020818;1920818;1820818;;;150910;993310;Direct exposures - Derivatives - Derivatives with negative fair value - Carrying amount
tr_sov;Sovereign;Sovereign;2020819;2020819;1920819;1820819;;;150909;993309;Direct exposures - Derivatives - Derivatives with negative fair value - Notional amount
tr_sov;Sovereign;Sovereign;2020820;2020820;1920820;1820820;;;;;Direct exposures - Off balance sheet  - Off-balance sheet exposures - Nominal
tr_sov;Sovereign;Sovereign;2020821;2020821;1920821;1820821;;;;;Direct exposures - Off balance sheet  - Off-balance sheet exposures - Provisions
tr_sov;Sovereign;Sovereign;2020822;2020822;1920822;1820822;;;;;Risk weighted exposure amount
tr_oth;Leverage;Leverage;2020901;2020901;1920901;1820901;1720901;1620133;150130;993432;Tier 1 capital - transitional definition
tr_oth;Leverage;Leverage;2020902;2020902;1920902;1820902;1720902;;;;Tier 1 capital - fully phased-in definition
tr_oth;Leverage;Leverage;2020903;2020903;1920903;1820903;1720903;;151002;;Total leverage ratio exposures - using a transitional definition of Tier 1 capital
tr_oth;Leverage;Leverage;2020904;2020904;1920904;1820904;1720904;;;;Total leverage ratio exposures - using a fully phased-in definition of Tier 1 capital
tr_oth;Leverage;Leverage;2020905;2020905;1920905;1820905;1720905;;151003;;Leverage ratio - using a transitional definition of Tier 1 capital
tr_oth;Leverage;Leverage;2020906;2020906;1920906;1820906;1720906;;;;Leverage ratio - using a fully phased-in definition of Tier 1 capital
tr_oth;Assets;Assets;2021001;2021001;1921001;;;;;;Cash, cash balances at central banks and other demand deposits
tr_oth;Assets;Assets;2021002;2021002;1921002;;;;;;Financial assets held for trading
tr_oth;Assets;Assets;2021003;2021003;1921003;;;;;;Non-trading financial assets mandatorily at fair value through profit or loss
tr_oth;Assets;Assets;2021004;2021004;1921004;;;;;;Financial assets designated at fair value through profit or loss
tr_oth;Assets;Assets;2021005;2021005;1921005;;;;;;Financial assets at fair value through other comprehensive income
tr_oth;Assets;Assets;2021006;2021006;1921006;;;;;;Financial assets at amortised cost
tr_oth;Assets;Assets;2021007;2021007;1921007;;;;;;Derivatives – Hedge accounting
tr_oth;Assets;Assets;2021008;2021008;1921008;;;;;;Fair value changes of the hedged items in portfolio hedge of interest rate risk
tr_oth;Assets;Assets;2021009;2021009;1921009;;;;;;Other assets
tr_oth;Assets;Assets;2021010;2021010;1921010;;;;;;Total Assets
tr_oth;Assets;Assets;2021016;2021016;1921016;;;;;;Gross carrying amount: Financial assets at fair value through other comprehensive income, Debt securities
tr_oth;Assets;Assets;2021017;2021017;1921017;;;;;;Gross carrying amount: Financial assets at fair value through other comprehensive income, Loans and advances
tr_oth;Assets;Assets;2021018;2021018;1921018;;;;;;Gross carrying amount: Financial assets at amortised cost, Debt securities
tr_oth;Assets;Assets;2021019;2021019;1921019;;;;;;Gross carrying amount: Financial assets at amortised cost, Loans and advances
tr_oth;Assets;Assets;2021026;2021026;1921026;;;;;;Accumulated impairment: Financial assets at fair value through other comprehensive income, Debt securities
tr_oth;Assets;Assets;2021027;2021027;1921027;;;;;;Accumulated impairment: Financial assets at fair value through other comprehensive income, Loans and advances
tr_oth;Assets;Assets;2021028;2021028;1921028;;;;;;Accumulated impairment: Financial assets at amortised cost, Debt securities
tr_oth;Assets;Assets;2021029;2021029;1921029;;;;;;Accumulated impairment: Financial assets at amortised cost, Loans and advances
tr_oth;Key metrics;Key metrics;2021101;2021101;;;;;;;Common Equity Tier 1 (CET1) capital - transitional period
tr_oth;Key metrics;Key metrics;2021102;2021102;;;;;;;Common Equity Tier 1 (CET1) capital as if IFRS 9 or analogous ECLs transitional arrangements had not been applied
tr_oth;Key metrics;Key metrics;2021103;2021103;;;;;;;Tier 1 capital  - transitional period
tr_oth;Key metrics;Key metrics;2021104;2021104;;;;;;;Tier 1 capital as if IFRS 9 or analogous ECLs transitional arrangements had not been applied - transitional definition
tr_oth;Key metrics;Key metrics;2021105;2021105;;;;;;;Total capital  - transitional period
tr_oth;Key metrics;Key metrics;2021106;2021106;;;;;;;Total capital as if IFRS 9 or analogous ECLs transitional arrangements had not been applied
tr_oth;Key metrics;Key metrics;2021107;2021107;;;;;;;Total risk-weighted assets
tr_oth;Key metrics;Key metrics;2021108;2021108;;;;;;;Total risk-weighted assets as if IFRS 9 or analogous ECLs transitional arrangements had not been applied
tr_oth;Key metrics;Key metrics;2021109;2021109;;;;;;;Common Equity Tier 1 (as a percentage of risk exposure amount) - transitional definition
tr_oth;Key metrics;Key metrics;2021110;2021110;;;;;;;Common Equity Tier 1 (as a percentage of risk exposure amount) - transitional definition - as if IFRS 9 or analogous ECLs transitional arrangements had not been applied
tr_oth;Key metrics;Key metrics;2021111;2021111;;;;;;;Tier 1 (as a percentage of risk exposure amount) - transitional definition
tr_oth;Key metrics;Key metrics;2021112;2021112;;;;;;;Tier 1 (as a percentage of risk exposure amount) as if IFRS 9 or analogous ECLs transitional arrangements had not been applied
tr_oth;Key metrics;Key metrics;2021113;2021113;;;;;;;Total capital (as a percentage of risk exposure amount) - transitional definition
tr_oth;Key metrics;Key metrics;2021114;2021114;;;;;;;Total capital (as a percentage of risk exposure amount) as if IFRS 9 or analogous ECLs transitional arrangements had not been applied
tr_oth;Key metrics;Key metrics;2021115;2021115;;;;;;;Leverage ratio total exposure measure - using a transitional definition of Tier 1 capital
tr_oth;Key metrics;Key metrics;2021116;2021116;;;;;;;Leverage ratio - using a transitional definition of Tier 1 capital
tr_oth;Liabilities;Liabilities;2021201;2021201;;;;;;;Financial liabilities held for trading
tr_oth;Liabilities;Liabilities;2021202;2021202;;;;;;;Trading financial liabilities1
tr_oth;Liabilities;Liabilities;2021203;2021203;;;;;;;Financial liabilities designated at fair value through profit or loss
tr_oth;Liabilities;Liabilities;2021204;2021204;;;;;;;Financial liabilities measured at amortised cost
tr_oth;Liabilities;Liabilities;2021205;2021205;;;;;;;Non-trading non-derivative financial liabilities measured at a cost-based method1
tr_oth;Liabilities;Liabilities;2021206;2021206;;;;;;;Derivatives – Hedge accounting
tr_oth;Liabilities;Liabilities;2021207;2021207;;;;;;;Fair value changes of the hedged items in portfolio hedge of interest rate risk
tr_oth;Liabilities;Liabilities;2021208;2021208;;;;;;;Provisions
tr_oth;Liabilities;Liabilities;2021209;2021209;;;;;;;Tax liabilities
tr_oth;Liabilities;Liabilities;2021210;2021210;;;;;;;Share capital repayable on demand
tr_oth;Liabilities;Liabilities;2021211;2021211;;;;;;;Other liabilities
tr_oth;Liabilities;Liabilities;2021212;2021212;;;;;;;Liabilities included in disposal groups classified as held for sale
tr_oth;Liabilities;Liabilities;2021213;2021213;;;;;;;Haircuts for trading liabilities at fair value1
tr_oth;Liabilities;Liabilities;2021214;2021214;;;;;;;TOTAL LIABILITIES
tr_oth;Liabilities;Liabilities;2021215;2021215;;;;;;;Financial liabilities -  by instrument and by counterparty sector
tr_oth;Liabilities;Liabilities;2021216;;;;;;;;TOTAL EQUITY
tr_oth;Liabilities;Liabilities;2021217;;;;;;;;TOTAL EQUITY AND TOTAL LIABILITIES
tr_cre;NACE;NACE;2021301;2021301;;;;;;;Gross carrying amount
tr_cre;NACE;NACE;2021302;2021302;;;;;;;Accumulated impairment
tr_cre;NACE;NACE;2021303;2021303;;;;;;;Accumulated negative changes in fair value due to credit risk on non-performing exposures
tr_cre;COVID19;Covid_19;2021601;;;;;;;;Number of obligors on Loans and advances for which legislative and non-legislative moratorium (associated with a request)
tr_cre;COVID19;Covid_19;2021611;;;;;;;;Gross carrying amount on Loans and advances for which legislative and non-legislative moratorium (associated with a request)
tr_cre;COVID19;Covid_19;2021612;;;;;;;;Gross carrying amount onLoans and advances subject to legislative and non-legisative moratorium (granted and active)
tr_cre;COVID19;Covid_19;2021622;;;;;;;;Accumulated impairment, accumulated negative changes in fair value due to credit risk on Loans and advances subject to legislative and non-legisative moratorium (granted and active)
tr_cre;COVID19;Covid_19;2021632;;;;;;;;Gross carrying amount Inflows to non-performing exposures on Loans and advances subject to legislative and non-legisative moratorium (granted and active)
tr_cre;Collateral;Collateral;2021701;;;;;;;;Gross carrying amount on Loans and advances
tr_cre;Collateral;Collateral;2021702;;;;;;;;Accumulated impairment for secured assets
tr_cre;Collateral;Collateral;2021703;;;;;;;;Collateral Of which value capped at the value of exposure
tr_cre;Collateral;Collateral;2021704;;;;;;;;Collateral Of which value capped at the value of exposure Of which immovable property
tr_cre;Collateral;Collateral;2021705;;;;;;;;Collateral Of which value above the cap
tr_cre;Collateral;Collateral;2021706;;;;;;;;Collateral Of which value above the cap Of which immovable property
tr_cre;Collateral;Collateral;2021707;;;;;;;;Financial guarantees received
tr_cre;Collateral;Collateral;2021708;;;;;;;;Accumulated partial write-off

